id,Sentence,Aspect Term,polarity,from,to,cleaned_sentence,processed_sentence,aspect_category,predicted_sentiment
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",Food,conflict,25,29,an oasis of refinement  food though somewhat uneven often reaches the pinnacles of new american fine cuisine  chefs passion and kitchens precise execution is most evident in the fish dishes and soups,oasis refinement food somewhat uneven reach pinnacle new american fine cuisine chef passion kitchen precise execution evident fish dish soup,food,positive
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",chef,positive,114,118,an oasis of refinement  food though somewhat uneven often reaches the pinnacles of new american fine cuisine  chefs passion and kitchens precise execution is most evident in the fish dishes and soups,oasis refinement food somewhat uneven reach pinnacle new american fine cuisine chef passion kitchen precise execution evident fish dish soup,service,positive
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",fish dishes,positive,186,197,an oasis of refinement  food though somewhat uneven often reaches the pinnacles of new american fine cuisine  chefs passion and kitchens precise execution is most evident in the fish dishes and soups,oasis refinement food somewhat uneven reach pinnacle new american fine cuisine chef passion kitchen precise execution evident fish dish soup,food,positive
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",soups,positive,202,207,an oasis of refinement  food though somewhat uneven often reaches the pinnacles of new american fine cuisine  chefs passion and kitchens precise execution is most evident in the fish dishes and soups,oasis refinement food somewhat uneven reach pinnacle new american fine cuisine chef passion kitchen precise execution evident fish dish soup,food,positive
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",kitchen,positive,134,141,an oasis of refinement  food though somewhat uneven often reaches the pinnacles of new american fine cuisine  chefs passion and kitchens precise execution is most evident in the fish dishes and soups,oasis refinement food somewhat uneven reach pinnacle new american fine cuisine chef passion kitchen precise execution evident fish dish soup,food,positive
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",cuisine,positive,104,111,an oasis of refinement  food though somewhat uneven often reaches the pinnacles of new american fine cuisine  chefs passion and kitchens precise execution is most evident in the fish dishes and soups,oasis refinement food somewhat uneven reach pinnacle new american fine cuisine chef passion kitchen precise execution evident fish dish soup,food,positive
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",wine,positive,12,16,if you love wine and cheese and delicious french fare youll love artisanal,love wine cheese delicious french fare ll love artisanal,food,positive
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",french fare,positive,42,53,if you love wine and cheese and delicious french fare youll love artisanal,love wine cheese delicious french fare ll love artisanal,others,positive
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,positive,21,27,if you love wine and cheese and delicious french fare youll love artisanal,love wine cheese delicious french fare ll love artisanal,food,positive
1402,I love Indian food and consider myself to be quite an expert on it.,Indian food,positive,7,18,i love indian food and consider myself to be quite an expert on it,love indian food consider expert,food,positive
439,Some baby pizzas get their wish.,baby pizzas,neutral,5,16,some baby pizzas get their wish,baby pizza wish,food,positive
2053,Overall A oh ya even though there is waiting it is deff worth it,waiting,negative,37,44,overall a oh ya even though there is waiting it is deff worth it,overall oh ya wait deff worth,service,positive
3316,The lava cake dessert was incredible and I recommend it.,lava cake dessert,positive,4,21,the lava cake dessert was incredible and i recommend it,lava cake dessert incredible recommend,food,positive
433,VT is what baby pizzas hope to be when they grow up.,baby pizzas,neutral,11,22,vt is what baby pizzas hope to be when they grow up,vt baby pizza hope grow,food,positive
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,18,25,from the terrible service to the bland food not to mention the unaccommodating managers the overall experience was horrible,terrible service bland food mention unaccommodate manager overall experience horrible,service,negative
